ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2019-11-05,60.03790387942851,51.14984156042437,69.60511935221126,60.03790387942851,60.03790387942851,0.3922076600577099,0.3922076600577099,0.3922076600577099,0.6485543575539776,0.6485543575539776,0.6485543575539776,-0.2563466974962676,-0.2563466974962676,-0.2563466974962676,0.0,0.0,0.0,60.43011153948622,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-06,60.16244007547246,52.24525411505734,70.3596714915209,60.16244007547246,60.16244007547246,0.6461249236626438,0.6461249236626438,0.6461249236626438,0.7198862168449874,0.7198862168449874,0.7198862168449874,-0.0737612931823435,-0.0737612931823435,-0.0737612931823435,0.0,0.0,0.0,60.80856499913511,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-07,60.2869762715164,51.60760404245914,70.65515694170088,60.2869762715164,60.2869762715164,0.7903092644738939,0.7903092644738939,0.7903092644738939,0.6663410059538423,0.6663410059538423,0.6663410059538423,0.1239682585200516,0.1239682585200516,0.1239682585200516,0.0,0.0,0.0,61.07728553599029,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-08,60.41151246756036,52.31207959219545,70.56955574799534,60.41151246756036,60.41151246756036,0.966352971992534,0.966352971992534,0.966352971992534,0.6310581140052838,0.6310581140052838,0.6310581140052838,0.3352948579872503,0.3352948579872503,0.3352948579872503,0.0,0.0,0.0,61.37786543955289,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-11,60.78512105569218,53.61739998529044,72.15480755055043,60.78512105569218,60.78512105569218,1.8439650121717293,1.8439650121717293,1.8439650121717293,0.811940962106283,0.811940962106283,0.811940962106283,1.032024050065446,1.032024050065446,1.032024050065446,0.0,0.0,0.0,62.62908606786391,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-12,60.90965725173613,53.417189326981855,71.7031225353454,60.90965725173613,60.90965725173613,1.9266799745376115,1.9266799745376115,1.9266799745376115,0.6485543575532888,0.6485543575532888,0.6485543575532888,1.278125616984323,1.278125616984323,1.278125616984323,0.0,0.0,0.0,62.83633722627374,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-13,61.03419344778008,53.76583186695492,72.03058057721302,61.03419344778008,61.03419344778008,2.247306403217744,2.247306403217744,2.247306403217744,0.7198862168452322,0.7198862168452322,0.7198862168452322,1.5274201863725116,1.5274201863725116,1.5274201863725116,0.0,0.0,0.0,63.28149985099782,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-14,61.15872964382402,54.703750488305786,72.6655027388654,61.15872964382402,61.15872964382402,2.443994677981571,2.443994677981571,2.443994677981571,0.6663410059519955,0.6663410059519955,0.6663410059519955,1.7776536720295757,1.7776536720295757,1.7776536720295757,0.0,0.0,0.0,63.6027243218056,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-15,61.283265839867965,54.84395862225091,72.70023852877466,61.283265839867965,61.283265839867965,2.65769450590184,2.65769450590184,2.65769450590184,0.6310581140034679,0.6310581140034679,0.6310581140034679,2.0266363918983723,2.0266363918983723,2.0266363918983723,0.0,0.0,0.0,63.9409603457698,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-18,61.65687442799979,57.00386476617482,74.7301423756404,61.65687442799979,61.65687442799979,3.5580637763261933,3.5580637763261933,3.5580637763261933,0.8119409621079591,0.8119409621079591,0.8119409621079591,2.746122814218234,2.746122814218234,2.746122814218234,0.0,0.0,0.0,65.21493820432599,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-19,61.781410624043744,55.897276245660606,74.73350284394257,61.781410624043744,61.781410624043744,3.619621727602512,3.619621727602512,3.619621727602512,0.6485543575547993,0.6485543575547993,0.6485543575547993,2.971067370047712,2.971067370047712,2.971067370047712,0.0,0.0,0.0,65.40103235164625,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-20,61.905946820087685,57.18109457977196,75.13559828882374,61.905946820087685,61.905946820087685,3.90615907429812,3.90615907429812,3.90615907429812,0.719886216844842,0.719886216844842,0.719886216844842,3.1862728574532797,3.1862728574532797,3.1862728574532797,0.0,0.0,0.0,65.81210589438581,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-21,62.03048301613163,56.7788128994973,75.73274396934175,62.03048301613163,62.03048301613163,4.057086339618208,4.057086339618208,4.057086339618208,0.6663410059541268,0.6663410059541268,0.6663410059541268,3.3907453336640816,3.3907453336640816,3.3907453336640816,0.0,0.0,0.0,66.08756935574984,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-22,62.15501921217558,56.31299246325531,75.75862184779035,62.15501921217558,62.15501921217558,4.21481880381848,4.21481880381848,4.21481880381848,0.6310581140016521,0.6310581140016521,0.6310581140016521,3.5837606898168284,3.5837606898168284,3.5837606898168284,0.0,0.0,0.0,66.36983801599406,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-25,62.52862780030741,57.87660990333776,76.8391042611036,62.52862780030741,62.52862780030741,4.902725441301335,4.902725441301335,4.902725441301335,0.8119409621043584,0.8119409621043584,0.8119409621043584,4.0907844791969765,4.0907844791969765,4.0907844791969765,0.0,0.0,0.0,67.43135324160875,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-26,62.65316399635135,58.11209984913553,75.88519145575732,62.65316399635135,62.65316399635135,4.884463791192911,4.884463791192911,4.884463791192911,0.6485543575541105,0.6485543575541105,0.6485543575541105,4.235909433638801,4.235909433638801,4.235909433638801,0.0,0.0,0.0,67.53762778754427,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-27,62.77770019239531,58.80371497830781,77.54412513776214,62.77770019239531,62.77770019239531,5.089565090940213,5.089565090940213,5.089565090940213,0.7198862168450869,0.7198862168450869,0.7198862168450869,4.369678874095126,4.369678874095126,4.369678874095126,0.0,0.0,0.0,67.86726528333553,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-11-29,63.02677258448319,59.11043016727506,77.43298442175488,63.02677258448319,63.02677258448319,5.236709441294479,5.236709441294479,5.236709441294479,0.6310581139998365,0.6310581139998365,0.6310581139998365,4.605651327294642,4.605651327294642,4.605651327294642,0.0,0.0,0.0,68.26348202577766,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-02,63.40038117261502,59.854150182532834,78.74907954502893,63.40038117261502,63.40038117261502,5.703974428083657,5.703974428083657,5.703974428083657,0.8119409621078063,0.8119409621078063,0.8119409621078063,4.89203346597585,4.89203346597585,4.89203346597585,0.0,0.0,0.0,69.10435560069868,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-03,63.524917368658976,60.47415808200895,77.94814393561074,63.524917368658976,63.524917368658976,5.62108244728769,5.62108244728769,5.62108244728769,0.6485543575534217,0.6485543575534217,0.6485543575534217,4.972528089734268,4.972528089734268,4.972528089734268,0.0,0.0,0.0,69.14599981594667,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-04,63.64945356470292,60.60481095092258,77.93236413185994,63.64945356470292,63.64945356470292,5.7665097202389,5.7665097202389,5.7665097202389,0.7198862168446967,0.7198862168446967,0.7198862168446967,5.046623503394203,5.046623503394203,5.046623503394203,0.0,0.0,0.0,69.41596328494181,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-05,63.77398976074686,60.24620538574781,79.05017362094225,63.77398976074686,63.77398976074686,5.781119535100107,5.781119535100107,5.781119535100107,0.6663410059516721,0.6663410059516721,0.6663410059516721,5.114778529148435,5.114778529148435,5.114778529148435,0.0,0.0,0.0,69.55510929584696,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-06,63.898525956790806,61.08276193829762,80.01530182406277,63.898525956790806,63.898525956790806,5.808336686554454,5.808336686554454,5.808336686554454,0.6310581140038258,0.6310581140038258,0.6310581140038258,5.1772785725506285,5.1772785725506285,5.1772785725506285,0.0,0.0,0.0,69.70686264334526,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-09,64.27213454492264,61.70444078996387,79.73391224748113,64.27213454492264,64.27213454492264,6.14257709482513,6.14257709482513,6.14257709482513,0.811940962107711,0.811940962107711,0.811940962107711,5.33063613271742,5.33063613271742,5.33063613271742,0.0,0.0,0.0,70.41471163974776,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-10,64.39667074096658,61.77891327636716,79.84248075746665,64.39667074096658,64.39667074096658,6.017751531727112,6.017751531727112,6.017751531727112,0.648554357552733,0.648554357552733,0.648554357552733,5.369197174174378,5.369197174174378,5.369197174174378,0.0,0.0,0.0,70.4144222726937,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-11,64.52120693701053,60.95132231127639,80.60759049142091,64.52120693701053,64.52120693701053,6.120219993958179,6.120219993958179,6.120219993958179,0.7198862168449265,0.7198862168449265,0.7198862168449265,5.400333777113252,5.400333777113252,5.400333777113252,0.0,0.0,0.0,70.6414269309687,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-12,64.64574313305447,61.16462092565023,79.94539158202727,64.64574313305447,64.64574313305447,6.089387486696529,6.089387486696529,6.089387486696529,0.6663410059524337,0.6663410059524337,0.6663410059524337,5.423046480744096,5.423046480744096,5.423046480744096,0.0,0.0,0.0,70.73513061975099,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-13,64.77027932909843,61.08251986476371,80.11693046571136,64.77027932909843,64.77027932909843,6.067216024089696,6.067216024089696,6.067216024089696,0.6310581139998521,0.6310581139998521,0.6310581139998521,5.436157910089844,5.436157910089844,5.436157910089844,0.0,0.0,0.0,70.83749535318813,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-16,65.14388791723024,62.42771792500692,80.2740081890006,65.14388791723024,65.14388791723024,6.2161063912670045,6.2161063912670045,6.2161063912670045,0.8119409621041105,0.8119409621041105,0.8119409621041105,5.404165429162894,5.404165429162894,5.404165429162894,0.0,0.0,0.0,71.35999430849725,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-17,65.2684241132742,61.92715118735001,80.29890248956993,65.2684241132742,65.2684241132742,6.013359823359589,6.013359823359589,6.013359823359589,0.6485543575542432,0.6485543575542432,0.6485543575542432,5.364805465805346,5.364805465805346,5.364805465805346,0.0,0.0,0.0,71.28178393663379,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-18,65.39296030931814,61.81218229704229,80.20203908207492,65.39296030931814,65.39296030931814,6.028524233875929,6.028524233875929,6.028524233875929,0.7198862168448615,0.7198862168448615,0.7198862168448615,5.308638017031067,5.308638017031067,5.308638017031067,0.0,0.0,0.0,71.42148454319407,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-19,65.51749650536209,62.220496111986414,80.9335472596451,65.51749650536209,65.51749650536209,5.900642486118007,5.900642486118007,5.900642486118007,0.6663410059518258,0.6663410059518258,0.6663410059518258,5.23430148016618,5.23430148016618,5.23430148016618,0.0,0.0,0.0,71.41813899148009,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-20,65.64203270140604,62.51292095434418,80.65179229036582,65.64203270140604,65.64203270140604,5.771647087212581,5.771647087212581,5.771647087212581,0.6310581140001943,0.6310581140001943,0.6310581140001943,5.1405889732123855,5.1405889732123855,5.1405889732123855,0.0,0.0,0.0,71.41367978861862,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-23,66.01564128953787,62.26092695662532,80.7800501087674,66.01564128953787,66.01564128953787,5.546532915238984,5.546532915238984,5.546532915238984,0.8119409621057867,0.8119409621057867,0.8119409621057867,4.734591953133197,4.734591953133197,4.734591953133197,0.0,0.0,0.0,71.56217420477685,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-24,66.14017748558182,62.08482908191118,81.15318912465538,66.14017748558182,66.14017748558182,5.204830162333333,5.204830162333333,5.204830162333333,0.6485543575527437,0.6485543575527437,0.6485543575527437,4.556275804780589,4.556275804780589,4.556275804780589,0.0,0.0,0.0,71.34500764791515,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-26,66.3892498776697,61.88588823624154,79.92616449594681,66.3892498776697,66.3892498776697,4.802907309993172,4.802907309993172,4.802907309993172,0.6663410059527183,0.6663410059527183,0.6663410059527183,4.136566304040453,4.136566304040453,4.136566304040453,0.0,0.0,0.0,71.19215718766287,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-27,66.51378607371365,62.4481750748787,80.53700265946775,66.51378607371365,66.51378607371365,4.528150263177447,4.528150263177447,4.528150263177447,0.6310581140005364,0.6310581140005364,0.6310581140005364,3.897092149176911,3.897092149176911,3.897092149176911,0.0,0.0,0.0,71.0419363368911,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-30,66.88739466184548,61.39695149690218,79.72138078080393,66.88739466184548,66.88739466184548,3.892909490843616,3.892909490843616,3.892909490843616,0.8119409621021859,0.8119409621021859,0.8119409621021859,3.080968528741429,3.080968528741429,3.080968528741429,0.0,0.0,0.0,70.7803041526891,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2019-12-31,67.01193085788942,61.67140307836073,79.23728589892919,67.01193085788942,67.01193085788942,3.433198316888576,3.433198316888576,3.433198316888576,0.648554357552866,0.648554357552866,0.648554357552866,2.784643959335709,2.784643959335709,2.784643959335709,0.0,0.0,0.0,70.445129174778,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-02,67.26100324997732,60.66760148592153,79.03195665474666,67.26100324997732,67.26100324997732,2.840873710106413,2.840873710106413,2.840873710106413,0.6663410059521102,0.6663410059521102,0.6663410059521102,2.174532704154303,2.174532704154303,2.174532704154303,0.0,0.0,0.0,70.10187696008373,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-03,67.38553944602126,61.15515457777686,79.30773580877457,67.38553944602126,67.38553944602126,2.499236424322572,2.499236424322572,2.499236424322572,0.6310581139987207,0.6310581139987207,0.6310581139987207,1.8681783103238516,1.8681783103238516,1.8681783103238516,0.0,0.0,0.0,69.88477587034383,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-06,67.7591480341531,60.194374050420805,79.13013352685482,67.7591480341531,67.7591480341531,1.804597963162952,1.804597963162952,1.804597963162952,0.8119409621056336,0.8119409621056336,0.8119409621056336,0.9926570010573188,0.9926570010573188,0.9926570010573188,0.0,0.0,0.0,69.56374599731605,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-07,67.88368423019705,60.44332609004727,77.98712207247937,67.88368423019705,67.88368423019705,1.3778835038916784,1.3778835038916784,1.3778835038916784,0.648554357554143,0.648554357554143,0.648554357554143,0.7293291463375356,0.7293291463375356,0.7293291463375356,0.0,0.0,0.0,69.26156773408873,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-08,68.00822042475308,59.2733450242783,78.68965229130099,68.00822042475308,68.00822042475308,1.2070143293809898,1.2070143293809898,1.2070143293809898,0.7198862168449762,0.7198862168449762,0.7198862168449762,0.4871281125360138,0.4871281125360138,0.4871281125360138,0.0,0.0,0.0,69.21523475413407,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-09,68.1327566193091,60.34756097647878,78.87186550985672,68.1327566193091,68.1327566193091,0.9362605240359668,0.9362605240359668,0.9362605240359668,0.6663410059528717,0.6663410059528717,0.6663410059528717,0.2699195180830949,0.2699195180830949,0.2699195180830949,0.0,0.0,0.0,69.06901714334508,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-10,68.25729281386516,59.89423223301956,78.22770403834755,68.25729281386516,68.25729281386516,0.7123364502888553,0.7123364502888553,0.7123364502888553,0.6310581140063577,0.6310581140063577,0.6310581140063577,0.0812783362824975,0.0812783362824975,0.0812783362824975,0.0,0.0,0.0,68.96962926415402,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-13,68.63090139753326,60.087916964080186,78.13175164997851,68.63090139753326,68.63090139753326,0.5284051263969685,0.5284051263969685,0.5284051263969685,0.8119409621055385,0.8119409621055385,0.8119409621055385,-0.2835358357085699,-0.2835358357085699,-0.2835358357085699,0.0,0.0,0.0,69.15930652393023,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-14,68.75543759208931,59.02621535383614,78.21471617148491,68.75543759208931,68.75543759208931,0.3178312846136206,0.3178312846136206,0.3178312846136206,0.6485543575542647,0.6485543575542647,0.6485543575542647,-0.3307230729406445,-0.3307230729406445,-0.3307230729406445,0.0,0.0,0.0,69.07326887670293,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-15,68.87997378664535,61.23735252961527,78.4372192363325,68.87997378664535,68.87997378664535,0.3814003911772764,0.3814003911772764,0.3814003911772764,0.7198862168448809,0.7198862168448809,0.7198862168448809,-0.3384858256676043,-0.3384858256676043,-0.3384858256676043,0.0,0.0,0.0,69.26137417782263,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2020-01-16,69.00450998120138,60.03013592834263,78.4586843386756,69.00450998120138,69.00450998120138,0.3598613122968754,0.3598613122968754,0.3598613122968754,0.6663410059536334,0.6663410059536334,0.6663410059536334,-0.3064796936567578,-0.3064796936567578,-0.3064796936567578,0.0,0.0,0.0,69.36437129349825,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
